CountryRegionName,Education,Occupation,Gender,MaritalStatus,HomeOwnerFlag,NumberCarsOwned,NumberChildrenAtHome,TotalChildren,YearlyIncome,BikeBuyer,AvgMonthSpend,Age
United Kingdom,Graduate Degree,Professional,F,M,1,2,1,2,137275,1.0,52.43,34
Australia,Bachelors,Clerical,M,M,1,1,1,1,81736,0.0,46.3,36
France,Partial High School,Skilled Manual,F,S,0,0,0,0,55719,0.0,51.2,32
France,Bachelors,Skilled Manual,F,S,0,1,0,0,59511,1.0,60.13,38
Canada,Graduate Degree,Professional,M,M,1,2,1,2,128925,1.0,55.05,38
Australia,Partial College,Management,F,S,1,1,0,0,107314,0.0,52.04,44
United States,Graduate Degree,Professional,F,M,1,3,0,3,138052,1.0,55.25,69
Australia,Partial High School,Manual,F,M,0,0,0,0,35080,0.0,46.91,31
United Kingdom,Graduate Degree,Skilled Manual,F,S,0,0,0,0,56028,0.0,47.96,35
France,Partial College,Skilled Manual,M,S,0,1,0,0,58124,1.0,49.09,39
United States,Graduate Degree,Management,M,M,1,2,0,0,103097,0.0,48.55,38
United States,Bachelors,Professional,M,M,1,2,0,2,129633,1.0,52.79,62
United Kingdom,Graduate Degree,Professional,F,S,1,3,0,0,134778,1.0,49.81,43
Australia,High School,Manual,M,M,1,1,0,2,29755,0.0,51.38,52
Germany,Partial High School,Skilled Manual,M,M,0,1,0,0,53830,1.0,48.35,31
United Kingdom,Partial College,Manual,F,S,0,0,0,0,35581,0.0,50.6,25
United States,Partial College,Skilled Manual,F,S,0,1,0,0,56430,1.0,53.37,25
Canada,High School,Clerical,M,M,1,3,1,2,84768,0.0,50.85,47
Canada,High School,Clerical,M,M,1,1,1,2,79480,0.0,49.97,59
United States,Partial College,Skilled Manual,F,S,0,1,0,0,53949,1.0,52.19,26
United States,High School,Skilled Manual,F,M,0,2,0,0,53074,1.0,48.6,28
Germany,Partial High School,Skilled Manual,F,S,0,1,0,0,55620,1.0,61.62,33
Australia,Bachelors,Clerical,F,S,0,0,0,0,83899,1.0,51.31,39
Australia,Bachelors,Skilled Manual,M,S,0,0,0,0,56057,1.0,51.61,31
United States,Partial College,Clerical,F,M,0,1,0,0,80576,1.0,52.78,31
Canada,Partial College,Manual,M,S,0,0,0,0,32718,0.0,52.02,46
United Kingdom,High School,Skilled Manual,F,S,1,2,0,0,55519,1.0,54.07,53
United States,High School,Clerical,M,S,1,0,0,0,82641,1.0,48.6,43
United Kingdom,Partial College,Skilled Manual,M,S,0,1,0,0,56304,0.0,45.8,25
Australia,Bachelors,Management,F,S,1,2,0,0,105882,1.0,49.51,40
United States,Graduate Degree,Professional,M,S,1,0,0,0,130268,0.0,45.65,35
Australia,Bachelors,Management,F,S,0,0,0,0,104128,1.0,51.7,36
United States,Bachelors,Clerical,F,S,0,0,0,0,76959,0.0,51.37,40
Australia,Bachelors,Skilled Manual,F,M,1,0,0,2,60814,0.0,46.94,45
France,High School,Manual,M,S,0,1,0,0,29637,1.0,51.7,27
United States,High School,Manual,F,M,1,1,1,2,35622,0.0,48.87,52
Australia,Partial College,Manual,F,M,0,1,0,0,26478,1.0,51.79,24
Australia,Bachelors,Management,M,M,1,0,0,1,102545,1.0,51.24,36
United Kingdom,Bachelors,Management,F,M,1,2,0,2,105628,0.0,47.68,59
United States,Partial High School,Manual,F,M,1,0,1,2,29500,1.0,51.59,60
Australia,Bachelors,Skilled Manual,F,M,1,1,2,2,52996,0.0,54.93,41
United Kingdom,Partial High School,Manual,M,M,0,1,1,1,33861,1.0,51.41,33
United States,Graduate Degree,Professional,M,M,1,3,1,2,133834,0.0,50.26,32
Australia,Bachelors,Clerical,M,S,0,0,0,0,83732,0.0,45.38,29
Germany,High School,Manual,M,S,0,1,0,0,26954,1.0,55.25,25
United States,Graduate Degree,Clerical,M,S,0,2,0,0,79313,1.0,51.93,33
Germany,Partial College,Manual,M,S,1,0,0,0,26844,0.0,46.62,52
France,Partial College,Clerical,M,M,1,0,0,1,87650,0.0,54.25,46
United Kingdom,Partial College,Skilled Manual,F,S,0,1,0,0,52572,0.0,52.26,42
Australia,Bachelors,Manual,M,M,1,0,0,2,29974,0.0,49.15,64
Australia,Graduate Degree,Professional,M,M,1,3,1,2,131507,1.0,50.78,34
United States,Graduate Degree,Clerical,F,M,1,2,2,2,82102,0.0,56.97,66
United States,Bachelors,Manual,M,M,1,1,0,2,34874,0.0,50.8,61
United States,High School,Manual,M,S,0,1,0,0,26722,1.0,49.84,48
United Kingdom,Partial College,Skilled Manual,F,S,0,1,0,0,57317,1.0,52.52,25
Australia,Partial College,Clerical,F,S,1,1,1,1,78842,0.0,51.23,58
Australia,Graduate Degree,Skilled Manual,M,S,0,1,0,0,53428,1.0,51.49,35
France,Bachelors,Clerical,M,S,0,0,0,0,80147,0.0,54.77,38
United Kingdom,Bachelors,Clerical,F,M,1,2,0,3,84797,1.0,51.57,78
United States,High School,Clerical,M,M,1,3,0,2,85282,0.0,60.21,56
France,Partial High School,Skilled Manual,M,M,1,2,1,2,59481,1.0,53.03,53
Canada,Partial College,Skilled Manual,M,S,0,1,0,0,61406,0.0,51.44,31
Australia,Partial College,Skilled Manual,M,M,1,1,1,2,61581,1.0,50.53,47
United States,Bachelors,Professional,F,S,1,1,0,0,134272,1.0,52.62,46
United States,Graduate Degree,Clerical,M,S,0,1,0,0,86596,1.0,53.51,34
Canada,Graduate Degree,Management,M,M,1,0,0,2,103339,0.0,49.41,38
United States,Bachelors,Professional,F,S,1,3,0,0,135461,1.0,52.63,37
United States,Bachelors,Clerical,F,S,0,1,0,0,79879,0.0,59.82,35
United States,Partial College,Skilled Manual,M,S,0,0,0,0,59792,0.0,44.81,28
Germany,Graduate Degree,Professional,F,M,1,2,1,2,134880,0.0,53.6,35
United States,Bachelors,Skilled Manual,M,M,1,2,0,1,58974,1.0,49.01,38
United Kingdom,Partial College,Skilled Manual,F,M,1,1,2,2,51644,1.0,54.27,54
France,High School,Clerical,F,M,1,3,2,2,77952,0.0,49.45,56
Germany,High School,Clerical,M,S,0,1,0,0,82007,1.0,52.18,39
Canada,Partial College,Manual,F,M,1,0,0,1,26325,0.0,47.96,49
Canada,Partial College,Manual,M,M,1,1,0,1,28116,0.0,49.06,43
United States,Graduate Degree,Skilled Manual,F,M,1,1,0,2,57326,0.0,48.39,64
United Kingdom,Bachelors,Clerical,M,S,1,1,0,1,80541,1.0,56.32,62
Germany,Partial College,Skilled Manual,F,S,1,1,0,0,52429,1.0,53.75,53
United States,Bachelors,Clerical,M,M,1,2,1,1,79236,1.0,49.25,35
Australia,Bachelors,Skilled Manual,F,M,1,1,0,1,55180,1.0,52.78,40
Germany,Bachelors,Skilled Manual,F,S,0,1,0,0,60748,0.0,47.91,34
France,High School,Skilled Manual,M,M,0,1,0,1,54306,0.0,47.96,34
United States,Partial College,Clerical,M,M,1,0,0,2,80832,1.0,47.78,54
Australia,Bachelors,Clerical,M,S,0,2,0,0,88106,0.0,54.35,30
Germany,Graduate Degree,Clerical,F,S,0,3,0,0,77230,0.0,49.11,35
United States,Bachelors,Clerical,M,M,1,0,2,2,82371,1.0,52.23,39
Canada,High School,Skilled Manual,M,M,0,0,0,0,54621,0.0,50.98,26
France,Partial High School,Manual,F,S,0,0,0,0,30611,1.0,51.35,33
France,Partial College,Skilled Manual,M,M,0,0,1,1,55174,0.0,48.97,33
United Kingdom,Partial College,Clerical,F,S,0,2,0,0,84370,1.0,49.7,33
United States,Graduate Degree,Skilled Manual,F,S,0,1,0,0,51655,0.0,45.76,38
France,Bachelors,Management,F,S,1,2,0,0,111536,0.0,47.83,38
Australia,Bachelors,Management,F,M,1,3,0,2,102108,1.0,51.3,61
Germany,Graduate Degree,Management,F,M,1,2,0,0,107172,1.0,54.96,35
United States,Bachelors,Skilled Manual,F,M,0,1,0,1,54895,0.0,50.5,36
United States,Partial College,Manual,F,M,1,1,1,2,34696,1.0,53.77,54
United States,Graduate Degree,Manual,F,S,0,1,0,0,31681,0.0,54.86,51
United States,Partial College,Skilled Manual,M,M,0,1,0,0,52071,0.0,52.49,30
United States,Graduate Degree,Management,F,M,1,2,2,2,104015,0.0,49.95,70
Canada,Bachelors,Clerical,M,M,1,2,0,1,80947,0.0,54.39,45
United States,Bachelors,Skilled Manual,F,S,0,1,0,0,52835,1.0,53.67,43
United States,Bachelors,Clerical,M,S,1,1,0,1,81482,0.0,54.33,63
Australia,Bachelors,Clerical,M,M,1,3,0,2,78005,1.0,50.33,40
United States,High School,Skilled Manual,F,M,1,1,1,2,55225,1.0,53.71,44
France,Partial College,Skilled Manual,F,S,0,1,0,0,60874,0.0,52.22,34
Germany,High School,Clerical,F,S,0,0,0,0,80328,1.0,47.65,39
United Kingdom,Partial College,Clerical,M,S,1,3,0,0,78239,1.0,48.83,51
United States,Partial High School,Manual,M,S,0,0,0,0,31718,0.0,49.97,50
France,Partial College,Skilled Manual,F,M,1,1,2,2,52711,0.0,50.12,61
United States,Partial College,Clerical,M,M,1,2,1,2,79303,0.0,59.59,32
Australia,Bachelors,Management,M,M,1,3,0,2,111245,0.0,48.92,42
United Kingdom,Bachelors,Skilled Manual,F,M,1,2,1,2,54339,0.0,48.34,43
United Kingdom,Bachelors,Skilled Manual,M,M,0,1,0,1,54287,0.0,51.9,34
United Kingdom,Partial College,Clerical,F,S,0,2,0,0,80053,1.0,50.6,28
United States,Partial High School,Manual,M,M,1,1,1,2,28841,0.0,51.36,50
United States,Partial College,Skilled Manual,M,S,1,1,0,0,54141,1.0,49.28,53
United Kingdom,High School,Clerical,M,M,0,2,0,0,77436,0.0,51.42,28
United Kingdom,Graduate Degree,Skilled Manual,F,M,1,1,0,1,57248,1.0,54.97,44
United States,Graduate Degree,Management,M,M,1,1,0,0,111222,0.0,46.96,31
United States,Graduate Degree,Management,M,M,1,3,0,0,105048,1.0,57.73,30
France,Partial College,Manual,M,S,0,1,0,0,34673,1.0,50.4,39
Australia,Graduate Degree,Skilled Manual,M,M,0,2,1,2,53109,1.0,52.93,35
Canada,Partial College,Skilled Manual,F,S,0,1,0,0,58032,1.0,51.02,31
United States,High School,Clerical,M,M,1,2,0,2,79811,1.0,48.2,49
Germany,Partial High School,Manual,F,M,0,1,1,2,30456,0.0,48.01,40
United States,Partial High School,Skilled Manual,M,S,1,1,0,0,60586,0.0,46.16,49
United States,Graduate Degree,Skilled Manual,M,M,0,1,1,1,61888,0.0,47.31,33
Canada,Bachelors,Clerical,F,M,1,2,2,2,77165,0.0,52.69,59
Germany,Bachelors,Management,M,M,1,2,0,0,107766,1.0,49.84,36
Australia,High School,Skilled Manual,F,M,0,0,0,0,55304,1.0,51.17,27
Australia,High School,Skilled Manual,F,M,0,2,0,0,52630,0.0,45.49,25
Germany,Partial High School,Manual,F,S,0,0,0,0,36535,0.0,46.86,31
Germany,Bachelors,Manual,M,M,0,1,1,1,26693,1.0,48.29,34
Germany,Bachelors,Clerical,M,M,1,2,0,2,78404,0.0,48.32,51
United Kingdom,Partial College,Skilled Manual,F,M,1,0,1,2,56973,1.0,50.25,52
United Kingdom,Bachelors,Clerical,F,M,1,1,1,1,78472,1.0,55.42,38
United States,High School,Manual,F,S,0,0,0,0,27717,1.0,58.01,28
France,Partial High School,Manual,F,S,0,1,0,0,36648,0.0,54.71,41
Australia,Bachelors,Skilled Manual,F,M,0,2,0,0,59571,0.0,59.77,26
United Kingdom,Bachelors,Skilled Manual,F,M,0,0,0,0,51012,0.0,52.24,30
United States,Partial College,Manual,M,M,1,1,1,1,30648,1.0,48.91,46
France,Bachelors,Management,M,M,1,2,1,2,102530,1.0,55.66,51
United States,Partial College,Skilled Manual,M,M,1,1,0,2,55105,1.0,55.62,49
Germany,High School,Clerical,F,S,1,1,0,0,87033,1.0,53.12,53
France,Partial High School,Skilled Manual,M,S,0,1,0,0,61447,1.0,50.16,38
United States,Graduate Degree,Clerical,F,S,1,1,1,1,76348,1.0,56.18,64
United Kingdom,Partial College,Skilled Manual,M,M,1,1,0,2,53311,0.0,46.93,59
United States,High School,Skilled Manual,M,M,1,1,0,1,57689,1.0,53.59,48
Germany,Partial College,Clerical,M,M,1,1,1,2,83269,0.0,50.31,49
United States,High School,Skilled Manual,M,S,1,1,0,0,54986,1.0,54.54,56
United States,High School,Clerical,F,M,1,2,1,2,84894,1.0,53.91,49
United States,Bachelors,Professional,F,S,1,5,0,0,130441,0.0,52.95,43
Australia,Bachelors,Manual,M,S,0,1,0,0,29598,0.0,46.3,36
France,Bachelors,Professional,M,M,1,0,1,1,132893,1.0,50.11,37
United States,Partial College,Clerical,M,S,0,0,0,0,86123,1.0,47.93,37
United States,Partial College,Clerical,F,S,1,2,0,0,78434,1.0,54.25,56
Germany,Partial College,Management,M,S,0,2,0,0,109402,0.0,52.79,30
Australia,High School,Skilled Manual,F,S,0,0,0,0,59808,1.0,53.97,31
Australia,Partial High School,Manual,F,S,1,0,1,1,29467,0.0,51.42,59
Australia,Partial High School,Skilled Manual,M,S,1,0,0,0,60458,0.0,49.12,50
Australia,Graduate Degree,Skilled Manual,F,M,0,1,0,1,52029,0.0,52.25,35
Canada,Partial College,Clerical,M,S,0,1,0,0,81389,0.0,55.18,37
United States,Partial College,Skilled Manual,M,M,1,1,2,2,55172,0.0,55.89,46
Germany,Bachelors,Management,M,M,1,2,0,0,109543,1.0,52.95,39
Australia,High School,Skilled Manual,F,M,0,1,2,2,61266,1.0,57.04,32
Canada,Partial College,Skilled Manual,M,M,0,2,0,0,62103,0.0,52.59,29
United Kingdom,Partial College,Skilled Manual,F,S,0,1,0,0,51505,0.0,53.12,25
United States,Bachelors,Management,M,S,1,2,0,0,106892,0.0,53.61,54
Australia,Graduate Degree,Professional,F,S,1,2,0,0,129927,0.0,45.76,35
United States,Partial College,Clerical,F,M,1,2,1,2,81476,1.0,52.07,45
France,Partial College,Clerical,M,M,1,2,2,2,85380,1.0,50.49,48
Australia,Bachelors,Professional,M,M,1,1,0,0,128024,0.0,49.87,31
United States,Partial College,Clerical,F,S,0,2,0,0,77700,1.0,49.04,30
United States,Graduate Degree,Management,F,S,1,2,0,1,102057,1.0,57.6,68
Australia,High School,Manual,F,M,0,1,0,1,26603,1.0,51.01,32
Germany,Partial College,Clerical,M,M,1,1,1,2,76827,0.0,50.26,37
United States,Graduate Degree,Clerical,F,S,0,3,0,0,83586,1.0,57.86,38
United States,Partial College,Clerical,F,M,1,1,0,2,78580,1.0,52.14,40
United States,Partial College,Clerical,F,M,1,2,0,1,77897,0.0,50.4,43
United States,High School,Clerical,M,S,1,1,0,0,79240,1.0,51.09,46
United States,Partial College,Skilled Manual,M,M,1,0,2,2,61182,0.0,48.89,48
United States,Partial College,Manual,M,S,1,0,0,0,28220,1.0,51.88,55
Australia,High School,Skilled Manual,M,S,1,2,0,0,56877,1.0,50.07,48
Canada,Bachelors,Skilled Manual,M,S,0,2,0,0,57435,0.0,47.67,36
France,Partial College,Skilled Manual,F,S,0,0,0,0,53939,1.0,52.6,46
United Kingdom,Partial College,Clerical,M,M,1,3,0,2,78164,0.0,51.99,46
Australia,High School,Skilled Manual,M,M,0,1,0,0,54576,0.0,45.59,30
Australia,Bachelors,Skilled Manual,F,M,1,1,2,2,58751,0.0,50.79,64
Australia,High School,Clerical,M,M,0,3,0,0,79900,1.0,50.46,27
United States,High School,Skilled Manual,F,M,1,2,0,2,51468,1.0,54.27,50
France,Partial College,Clerical,F,S,0,2,0,0,81948,1.0,51.37,33
United States,Graduate Degree,Professional,M,M,1,2,0,0,128211,1.0,49.6,31
Australia,Graduate Degree,Manual,F,M,0,1,0,1,34249,0.0,48.96,34
United States,Bachelors,Skilled Manual,F,S,1,1,1,1,52227,1.0,55.55,64
Canada,Graduate Degree,Clerical,M,M,1,1,1,1,77619,1.0,57.5,33
United States,Graduate Degree,Clerical,M,S,1,1,1,1,81479,0.0,52.1,71
United States,Graduate Degree,Professional,F,M,1,1,1,2,127551,0.0,47.68,39
United States,Partial College,Manual,F,M,1,0,1,2,36625,0.0,55.52,49
Australia,Partial High School,Skilled Manual,F,M,1,2,0,2,55099,1.0,54.33,54
United States,Graduate Degree,Professional,F,M,1,1,1,2,128445,0.0,46.21,35
Australia,Bachelors,Management,M,M,1,2,1,2,104004,0.0,48.01,38
United States,Graduate Degree,Professional,M,M,1,1,0,0,138593,1.0,56.94,31
Germany,Partial College,Manual,F,S,0,1,0,0,34695,1.0,50.8,29
United Kingdom,Partial High School,Manual,M,S,0,0,0,0,34078,1.0,49.89,38
United States,Bachelors,Clerical,F,M,1,1,1,2,85059,0.0,50.69,41
Australia,Bachelors,Manual,F,S,0,1,0,0,28886,0.0,53.93,46
France,Partial High School,Skilled Manual,F,S,0,1,0,0,53865,1.0,50.45,31
France,Graduate Degree,Professional,F,M,1,3,2,2,130400,0.0,53.17,35
United States,Bachelors,Management,F,M,1,3,0,2,106601,1.0,53.64,37
Australia,Bachelors,Skilled Manual,F,S,0,2,0,0,52734,1.0,49.56,28
Australia,Bachelors,Skilled Manual,F,S,0,2,0,0,51660,1.0,51.72,36
Germany,Partial College,Skilled Manual,M,S,0,1,0,0,52515,0.0,49.84,41
France,Partial High School,Skilled Manual,M,S,0,0,0,0,59896,0.0,49.36,41
Australia,Bachelors,Clerical,F,S,0,2,0,0,80892,1.0,53.63,40
United States,High School,Clerical,M,M,1,3,1,2,83081,0.0,54.45,48
United States,High School,Clerical,F,M,1,2,0,2,81389,1.0,51.68,55
United States,Bachelors,Management,F,S,0,2,0,0,110911,1.0,57.1,36
United Kingdom,Partial College,Clerical,F,M,1,1,0,2,78167,1.0,51.68,46
United States,Partial College,Skilled Manual,F,S,0,0,0,0,59949,1.0,52.18,26
United States,Partial College,Manual,M,S,0,0,0,0,33177,1.0,56.36,47
United Kingdom,Bachelors,Clerical,M,M,1,2,0,1,84484,1.0,53.49,38
Australia,Graduate Degree,Professional,F,M,1,0,0,1,136972,0.0,51.43,38
Germany,Graduate Degree,Professional,M,S,1,2,0,0,135797,1.0,58.67,46
France,Bachelors,Management,F,M,1,3,0,0,112811,0.0,48.89,38
Canada,Graduate Degree,Professional,M,M,1,2,0,0,130535,1.0,51.96,33
United States,Graduate Degree,Clerical,M,S,1,3,0,0,81276,1.0,54.8,43
Germany,Partial College,Clerical,M,M,1,3,1,2,84279,1.0,51.25,62
Australia,Bachelors,Management,F,M,1,1,0,1,107783,0.0,49.04,42
United States,Graduate Degree,Professional,M,M,1,2,0,0,128869,0.0,48.86,39
United Kingdom,High School,Manual,F,M,1,1,1,1,28290,1.0,55.17,49
Australia,Partial College,Skilled Manual,F,M,1,0,1,2,55200,1.0,51.26,44
United States,Partial College,Management,F,M,1,2,1,1,104745,1.0,50.3,36
Australia,Bachelors,Management,F,M,1,2,0,2,105798,0.0,44.96,39
United States,Partial High School,Manual,F,S,0,1,0,0,28884,1.0,50.68,49
Australia,High School,Skilled Manual,F,M,0,1,0,0,53183,0.0,53.21,28
Canada,High School,Clerical,M,S,1,0,0,0,86989,1.0,51.31,47
Australia,High School,Skilled Manual,F,S,0,0,0,0,55984,0.0,51.42,25
Australia,Partial College,Clerical,F,M,1,3,0,2,81665,1.0,56.72,50
Australia,High School,Manual,M,M,0,1,0,2,29900,1.0,51.28,32
Germany,Bachelors,Management,F,M,1,2,0,0,102265,1.0,52.3,37
United States,Partial College,Clerical,F,S,0,0,0,0,83752,1.0,49.55,30
United States,Partial College,Management,F,M,1,2,1,1,102903,0.0,52.71,42
United States,Bachelors,Management,M,S,0,0,0,0,103110,1.0,61.43,35
Australia,Bachelors,Professional,M,M,1,2,1,2,130271,1.0,54.22,45
United States,Partial College,Clerical,M,M,1,1,0,1,82488,1.0,48.72,50
United Kingdom,Graduate Degree,Professional,M,M,1,2,0,0,128686,1.0,49.94,35
United States,Bachelors,Clerical,F,M,1,2,2,2,79853,1.0,47.91,56
Canada,Bachelors,Skilled Manual,F,S,0,1,0,0,54664,1.0,48.76,45
United States,Bachelors,Clerical,M,S,1,2,0,0,78328,1.0,50.44,44
United States,Partial College,Management,M,S,0,2,0,0,106729,0.0,52.78,32
Australia,Bachelors,Skilled Manual,F,M,0,2,0,0,60044,0.0,48.52,26
Australia,Graduate Degree,Clerical,M,M,1,3,0,2,80107,1.0,55.49,34
France,High School,Manual,M,M,0,1,1,2,33467,0.0,49.09,34
United Kingdom,High School,Skilled Manual,M,S,0,0,0,0,54616,0.0,47.05,31
Germany,Bachelors,Clerical,M,M,0,3,0,0,81747,1.0,46.55,31
Australia,Bachelors,Professional,F,M,1,1,0,0,137245,0.0,53.96,29
United States,Graduate Degree,Skilled Manual,M,M,0,2,0,1,57578,1.0,51.35,34
United States,Partial College,Clerical,M,M,1,1,1,1,77962,1.0,54.35,43
Canada,Bachelors,Manual,M,M,1,0,0,2,31483,1.0,48.6,46
United States,Partial College,Manual,M,M,1,1,1,1,27182,0.0,54.44,54
France,High School,Manual,F,M,1,0,0,3,32913,1.0,51.65,77
United States,Graduate Degree,Professional,F,S,1,2,0,0,127983,0.0,51.89,36
Canada,Bachelors,Clerical,M,M,1,2,1,1,83116,1.0,47.95,34
United Kingdom,High School,Clerical,M,S,0,0,0,0,81241,1.0,57.8,27
Canada,Bachelors,Skilled Manual,F,M,1,1,0,2,56992,0.0,48.24,41
Australia,High School,Manual,M,M,1,1,1,2,28916,0.0,53.84,48
United States,Partial College,Management,F,M,1,3,0,0,109170,1.0,57.2,29
France,Graduate Degree,Professional,M,M,1,3,0,2,130971,1.0,47.53,67
Australia,High School,Skilled Manual,F,M,0,2,1,2,55042,1.0,48.57,34
United States,Partial College,Skilled Manual,M,M,1,0,0,2,62118,0.0,51.88,56
Germany,Partial High School,Manual,F,M,1,1,1,2,26206,0.0,47.03,57
France,Partial College,Clerical,F,S,1,1,0,0,76865,1.0,53.46,52
United States,Bachelors,Clerical,M,M,1,3,1,2,86223,0.0,50.98,56
United States,Partial College,Manual,F,M,1,0,1,2,35993,1.0,54.77,49
Germany,Partial High School,Skilled Manual,M,M,0,1,0,0,55515,1.0,57.86,24
France,Graduate Degree,Skilled Manual,M,M,1,2,0,2,62134,0.0,49.61,42
Germany,High School,Manual,F,S,0,1,0,0,26978,1.0,54.37,29
United States,Partial College,Skilled Manual,M,S,0,1,0,0,61854,0.0,52.01,45
United States,High School,Skilled Manual,M,S,0,1,0,0,54316,1.0,54.28,25
Canada,Graduate Degree,Professional,M,S,1,0,0,0,133803,0.0,51.4,33
United States,Graduate Degree,Skilled Manual,M,M,1,2,1,2,62780,0.0,49.09,45
France,High School,Skilled Manual,M,S,0,1,0,0,52834,0.0,51.17,26
United Kingdom,High School,Skilled Manual,M,S,0,2,0,0,58513,1.0,52.88,39
Canada,High School,Manual,M,S,1,0,0,0,31522,1.0,50.86,52
Canada,Bachelors,Clerical,M,M,1,2,1,2,81661,1.0,54.35,60
United States,Graduate Degree,Clerical,F,S,1,0,0,0,78828,1.0,49.81,51
Canada,Partial High School,Skilled Manual,F,M,1,1,0,2,56807,1.0,51.04,50
Australia,High School,Skilled Manual,M,S,1,1,0,0,58735,1.0,45.91,48
United States,High School,Skilled Manual,M,S,0,2,0,0,59058,0.0,52.32,29
Canada,Partial College,Skilled Manual,F,S,0,2,0,0,55034,0.0,49.6,29
United States,Graduate Degree,Clerical,M,M,1,1,2,2,87505,1.0,55.21,67
United Kingdom,Graduate Degree,Skilled Manual,F,M,1,1,1,2,52707,0.0,48.83,43
France,Partial College,Clerical,M,S,0,1,0,0,77878,0.0,52.01,34
United States,High School,Manual,M,M,0,0,0,0,36041,1.0,60.7,30
United States,Partial College,Clerical,F,S,0,2,0,0,77750,1.0,54.98,26
United States,Partial High School,Skilled Manual,F,S,0,0,0,0,55367,0.0,50.1,27
United Kingdom,Partial College,Skilled Manual,M,M,1,1,1,2,51319,0.0,52.69,49
United States,Graduate Degree,Skilled Manual,F,M,1,1,1,2,53676,0.0,52.31,66
United States,High School,Skilled Manual,F,S,0,1,0,0,56747,0.0,47.92,24
United States,Bachelors,Professional,M,S,1,2,0,0,136709,1.0,49.52,46
United States,Graduate Degree,Management,F,M,1,2,1,2,102952,1.0,54.01,46
United States,High School,Skilled Manual,M,M,1,1,0,1,55922,1.0,51.66,42
Germany,Partial College,Skilled Manual,F,S,0,1,0,0,60673,1.0,52.73,44
United States,Bachelors,Management,F,S,1,0,0,0,108098,0.0,58.9,40
United States,Partial High School,Manual,M,S,0,1,0,0,33971,1.0,48.02,50
United Kingdom,Partial High School,Skilled Manual,F,M,1,2,1,2,58441,1.0,52.04,57
